,pct,dataset,metriek,avg,std,avgTijd [s],stdTijd [s]
0,17,Pubmed,F1,0.7111933864178119,0.0013258956941454205,313.7338824272156,0.0
1,33,Pubmed,NMI,0.3128742265909013,0.0034232110679243864,313.80339765548706,0.0
2,50,Cora,F1,0.7370014771048745,0.010810147393519643,23.970317363739014,0.0
3,67,Cora,NMI,0.5753905796964721,0.007522108285821099,23.87292718887329,0.0
4,83,Citeseer,F1,0.6860234445446348,0.0008198486141861016,37.17795157432556,0.0
5,100,Citeseer,NMI,0.43505473249372806,0.0014809690308056486,37.175010681152344,0.0
