,pct,dataset,metriek,avg,std,avgTijd [s],stdTijd [s]
0,25,chameleon,NMI,0.09379534718239686,0.002719932790868698,39.257084131240845,0.0
1,50,squirrel,NMI,0.02420182721422419,0.0006303979339942239,81.06886315345764,0.0
2,75,tolokers,NMI,0.03709593987780406,0.000939522403526717,216.13867568969727,0.0
3,100,minesweeper,NMI,0.010008846768611336,0.00037178613538399257,160.01755690574646,0.0
