,pct,dataset,metriek,avg,std,avgTijd [s],stdTijd [s]
0,7,texas,F1,0.3584699453551913,0.0026770379702548423,17.031864643096924,0.0
1,14,texas,NMI,0.07856145569269624,0.0010945782274754455,16.95260238647461,0.0
