,pct,alg,compaIze,data,nClusters,nComponents,redenCl,gamma,gammaScale,maxNMI,avgNMI,stdNMI,avgPMI,stdPMI,maxF1,avgF1,stdF1,maxCA,avgCA,stdCA,maxARI,avgARI,stdARI
0,0.03,wKSVD,pca,ACM,1000,1000,doc,3.840749154252516e-06,0.0001,0.0032682324171707778,0.0013508545659143955,0.000994068695209757,0.08696137983850706,0.009893208601506796,0.5927409345858792,0.43859885829208134,0.11369184306477209,0.3336267436267436,0.29274277406095595,0.03738076283948092,0.0003763732804066028,-0.0001488369480150137,0.0002855013462634671
1,0.05,wKSVD,pca,ACM,doc,3,doc,3.840749154252516e-06,0.0001,0.012061754437255373,0.012061754437255373,1.6457031883953285e-18,0.0803174586315751,0.003572197836052426,0.33353315015284635,0.33353315015284635,0.0,0.25672919672919675,0.2567291967291968,5.551115123125783e-17,0.01581429046128101,0.015814290461281015,3.469446951953614e-18
2,0.08,wKSVD,pca,ACM,term,18,doc,3.840749154252516e-06,0.0001,0.00405507921021266,0.002383345579987868,0.0010974188887222308,0.08368593105260339,0.0013510448577229435,0.38362953816106515,0.3478846687511698,0.03172329600678529,0.2782732082732083,0.26349938781756965,0.01436469470398108,0.005389751375556396,0.0028473948460757247,0.0015789327323141816
3,0.1,wKSVD,pca,ACM,1000,1000,doc,3.840749154252516e-05,0.001,0.003872249484769038,0.0020876628185261927,0.0009744870922084536,0.07633918113958786,0.01366129131857845,0.5623146584410765,0.4067756556935301,0.08450397906702489,0.3310619178800997,0.2841632777996414,0.029670112332782553,0.0015266834229057428,0.0004170724565237294,0.0006310645275708493
4,0.13,wKSVD,pca,ACM,doc,3,doc,3.840749154252516e-05,0.001,0.012061754437255373,0.012061754437255373,1.3437110265466432e-18,0.08009787523513037,0.0006127498902191958,0.33353315015284635,0.33353315015284635,0.0,0.25672919672919675,0.2567291967291968,5.551115123125783e-17,0.01581429046128101,0.015814290461281015,3.469446951953614e-18
5,0.15,wKSVD,pca,ACM,term,18,doc,3.840749154252516e-05,0.001,0.012061754437255372,0.00398479074570995,0.0029246393506846694,0.08061154909541657,0.006076057476432681,0.4298117230237349,0.37644129635480317,0.030924015853197248,0.29480344571253664,0.2751641523459706,0.012042896978760124,0.01581429046128101,0.005052763135897288,0.004006051198664709
6,0.18,wKSVD,pca,ACM,1000,1000,doc,0.0003840749154252516,0.01,0.006045023314522736,0.0032258056382317977,0.001765183745355336,0.06837027206822972,0.017404925873931113,0.5588573092853216,0.4371599209787079,0.06506541977267775,0.33013774104683197,0.29507182211727667,0.02260385002009101,0.0015510036213936282,0.00021033540263261114,0.0007028591583967081
7,0.2,wKSVD,pca,ACM,doc,3,doc,0.0003840749154252516,0.01,0.011502420453887637,0.01080253260666374,0.0003828671629512544,0.08314276323126031,0.0015459916393577538,0.3152186281009236,0.31401747174608435,0.0014111846786018542,0.2410505487778215,0.2404758187940006,0.0006455955856484177,0.014604601342208407,0.013886160451906531,0.0004045369627941752
8,0.23,wKSVD,pca,ACM,term,18,doc,0.0003840749154252516,0.01,0.012061754437255373,0.004795986248268188,0.004273208750856332,0.08001128757394967,0.0042319267105758555,0.42958178752436715,0.34731998579399764,0.05019909663324675,0.29473370064279153,0.261173816082907,0.023602229281823824,0.01581429046128101,0.0058129296567270596,0.005661248817890264
9,0.25,wKSVD,pca,ACM,1000,1000,doc,0.003840749154252516,0.1,0.00475015901198244,0.0022748858895057554,0.0013552576350419447,0.07865976256767024,0.008274586573986298,0.518388855451024,0.4081976779464913,0.07737639493732835,0.32336897109624385,0.2834126765490402,0.03002998031445139,0.00128656762583576,0.0005410662469748743,0.0006141878782954281
10,0.28,wKSVD,pca,ACM,doc,3,doc,0.003840749154252516,0.1,0.012642761421073597,0.012642761421073598,1.734723475976807e-18,0.0830097486400129,0.0015644502710595353,0.33671679438918134,0.3367167943891813,5.551115123125783e-17,0.2580265862084044,0.25802658620840446,5.551115123125783e-17,0.016638639942503367,0.016638639942503367,0.0
11,0.3,wKSVD,pca,ACM,term,18,doc,0.003840749154252516,0.1,0.05820502798313691,0.01350155123583951,0.015455328907525033,0.09137524994914141,0.016855534940752308,0.40836184498684264,0.34682405521751963,0.030286733556653227,0.28380209016572655,0.26261841357295906,0.01153289663336717,0.07309698132105723,0.017184684052106054,0.019456349461217933
12,0.33,wKSVD,pca,ACM,1000,1000,doc,0.03840749154252516,1.0,0.0028428051134904713,0.001698254559967811,0.0005299309218086475,0.10391846326780754,0.03717662995522739,0.5940396566201046,0.551759259709944,0.06127365313201404,0.3336308977218068,0.32591178013905286,0.013274117949441317,0.002118366268455074,0.0004635498701809859,0.0007116598742153202
13,0.35,wKSVD,pca,ACM,doc,3,doc,0.03840749154252516,1.0,0.017759192583297213,0.017594908060251414,0.0002624021256569242,0.11266310051307393,0.010500011945963563,0.5056380505385948,0.5042331914933611,0.0006947359585191962,0.31968822423367876,0.31929279811098,0.00019480755537890814,0.004896611616622424,0.00470561209873257,0.00013165237360469154
14,0.38,wKSVD,pca,ACM,term,18,doc,0.03840749154252516,1.0,0.045042446847365844,0.021129915991372795,0.011189728697381036,0.09896282851968823,0.024545183938157532,0.5651589566814087,0.5322792687190822,0.015041937035039806,0.33121977349250076,0.32546342209978574,0.0026926512385029347,0.013436154227303461,0.006404226481722804,0.004032959927797706
15,0.4,wKSVD,pca,ACM,1000,1000,doc,0.3840749154252516,10.0,0.0013695690920351284,0.0012434408964760678,0.00023636534329800438,0.07758008006193476,0.00987831361783212,0.5941277405716304,0.5912158678088535,0.008373936528573954,0.3336308977218068,0.33345353972626707,0.0005319282358874631,5.940326915559453e-05,4.230233980462463e-06,3.9358081970482524e-05
16,0.43,wKSVD,pca,ACM,doc,3,doc,0.3840749154252516,10.0,0.002217237331871825,0.002217237331871825,0.0,0.11250938420084207,0.007969197252427623,0.5932373164048207,0.5932373164048207,0.0,0.3336289299925664,0.33362892999256644,5.551115123125783e-17,0.0001415993121945054,0.0001415993121945054,0.0
17,0.45,wKSVD,pca,ACM,term,18,doc,0.3840749154252516,10.0,0.004857120760366339,0.004085840845757616,0.0005994904459885709,0.0991377343223238,0.0120952994635199,0.5923633923846089,0.5917818329608598,0.0002482238870909371,0.333623026804845,0.33361635838908565,2.745173623437475e-06,0.00040340384745566346,0.00035185940255207256,3.9054950356520756e-05
