,pct,alg,compaIze,data,nClusters,nComponents,redenCl,gamma,gammaScale,maxNMI,avgNMI,stdNMI,avgPMI,stdPMI,maxF1,avgF1,stdF1,maxCA,avgCA,stdCA,maxARI,avgARI,stdARI
1957,37.08,KSVD,pca,wiki,doc,17,sweep,0.0003017550410963233,0.1,0.40821384823850176,0.40534233639511574,0.0018099636078912254,4.432541534171119,0.07278162601608631,0.024698795180722894,0.02209114885824903,0.0015909451409307504,0.005488773042849582,0.004673949515879633,0.000357843397927599,0.0055344425189263495,0.004889121474516011,0.0002683580786227826
1958,37.1,KSVD,pca,wiki,term,23,sweep,0.0003017550410963233,0.1,0.4073391446938475,0.40351982997460434,0.0030439384088456222,4.537355130151417,0.07904223255188797,0.03529896907216495,0.026555299960400895,0.00459867424440465,0.007382014037588081,0.005233965566744269,0.0009420996971419013,0.0058877946177997775,0.005309487996101538,0.00044265980225618377
1959,37.12,KSVD,pca,wiki,1000,1000,sweep,0.0030175504109632325,1.0,0.3143137932343737,0.30638217596160106,0.0043258093429003695,3.747813115292091,0.26473904768197937,0.168640527384922,0.10751399464916414,0.03564587263301455,0.04031396044707193,0.026915708745991605,0.007651134510483444,0.0027102378500921216,0.0010407581565859364,0.0010254506294820282
1960,37.14,KSVD,pca,wiki,doc,17,sweep,0.0030175504109632325,1.0,0.4143804056117199,0.41200426413638097,0.0025401422551933725,4.6962975942568566,0.051958824207389266,0.026489193463363207,0.024185654793506896,0.001705107107602697,0.005086463655515236,0.004798239939670888,0.00018964733151708525,0.005920066824741954,0.005570656879734648,0.00026032818736129476
1961,37.16,KSVD,pca,wiki,term,23,sweep,0.0030175504109632325,1.0,0.41112485964774914,0.40718000975192714,0.0031138746904299393,4.802036453704581,0.04711560388903346,0.0324960552688814,0.026395028421194056,0.0029028580330478634,0.007109080154005278,0.005402222906382641,0.0007111463861382516,0.00615783103822577,0.005610368389197277,0.00033235943824033455
1962,37.18,KSVD,pca,wiki,1000,1000,sweep,0.030175504109632326,10.0,0.3116897946876068,0.30455898115069424,0.00460070149490056,5.6017596919414,0.3052940969833633,0.1763090596570662,0.12042035961962012,0.03778022361675804,0.04201867296709227,0.03005628180336999,0.008464198232540358,0.006390085553613454,0.002327697382604248,0.0024149730386685453
1963,37.2,KSVD,pca,wiki,doc,17,sweep,0.030175504109632326,10.0,0.41581290548359284,0.4113282055029169,0.0018875304338554038,6.063425573120259,0.07004594311806399,0.039552566164643956,0.025122765517391437,0.0060363099196042,0.008353714010951948,0.005066330889958177,0.0013456983665407901,0.006073975019190721,0.005329040967940421,0.0003308582803241127
1964,37.22,KSVD,pca,wiki,term,23,sweep,0.030175504109632326,10.0,0.4161513445196493,0.41080569947224055,0.002779989706686992,6.015188313928929,0.07397020122893821,0.02673471867784664,0.02372748971908424,0.001646107577577793,0.00537461818659822,0.004881019506643466,0.00023913477578314362,0.006276491868579021,0.005631064179883364,0.0003157795533902797
1965,37.23,KSVD,pca,wiki,1000,1000,sweep,0.30175504109632323,100.0,0.34603851067622543,0.3424842893815592,0.002407621837945632,15.46315548580036,0.14061960942529964,0.16240748229886828,0.15279869935284346,0.008245609227981423,0.035965352271508676,0.033082250303548145,0.002207436068591759,0.005153167440573,0.004359430782935668,0.0006231364429210371
1966,37.25,KSVD,pca,wiki,doc,17,sweep,0.30175504109632323,100.0,0.40499627360514145,0.4019731194189725,0.0026672099928464455,11.131007838338428,0.14054630829193357,0.021388160618186835,0.01982150522906169,0.0008976415191987388,0.004672392858748932,0.004187546051106783,0.00023490565810218393,0.004649411657994584,0.004386733975283291,0.0002422708780815955
1967,37.27,KSVD,pca,wiki,term,23,sweep,0.30175504109632323,100.0,0.40914001619326046,0.4067307464745026,0.0016941403928718768,11.32868789900407,0.12471780698570711,0.023783783783783784,0.021018624915987542,0.0014895082359583872,0.004799692819659542,0.004400773485632055,0.0002251623771736241,0.005265308578306677,0.005069088582744392,0.00020369974176876
1968,37.29,KSVD,pca,wiki,1000,1000,sweep,3.0175504109632327,1000.0,0.344489281646505,0.3375843997929993,0.0027453734993538948,13.198375959813674,0.16493628494263612,0.20441213517112317,0.1968046980062291,0.008845649319784037,0.04549901238753152,0.04232865529038574,0.003468936558353923,0.009354483425532276,0.0023568148216045423,0.0028298646945512994
1969,37.31,KSVD,pca,wiki,doc,17,sweep,3.0175504109632327,1000.0,0.31259069122673716,0.3108685908681383,0.0011782248022211973,4.209001004467967,0.04136353403472887,0.24373744506460052,0.23882654537246228,0.003060800885602396,0.05750741141756117,0.056223964909489034,0.0007972030363317342,0.005151282678957507,0.004006899362848563,0.000606462818770176
1970,37.33,KSVD,pca,wiki,term,23,sweep,3.0175504109632327,1000.0,0.3188066264110747,0.3162097981347202,0.001960022211624154,6.9110018945960405,0.08401493007169468,0.23741910685350925,0.2348602126024118,0.0015402918284111368,0.05623268218942096,0.05528114957399484,0.00047456157415049134,0.0041055049732403315,0.003319140485663829,0.000508835681072557
1971,37.35,KSVD,pca,wiki,1000,1000,sweep,30.175504109632325,10000.0,0.3917525521263407,0.38631738843706,0.0018312439479793473,2.8112096758966567,0.14359446562506825,0.39299809361197224,0.39025554415143937,0.0033098152637221516,0.060129513873274275,0.05986408653629951,0.0006633732427991804,0.033320040248833324,0.03261709613598003,0.0015929735403514924
1972,37.37,KSVD,pca,wiki,doc,17,sweep,30.175504109632325,10000.0,0.09696930049292994,0.09659783488349442,0.00014278185892700282,4.848918513373098,0.11497484123719644,0.40244415895669816,0.40244359080980435,1.2509223087082176e-06,0.09745953556269696,0.09745953556269696,0.0,0.00047561677760312804,0.0004664617839293413,3.077423357876078e-06
1973,37.39,KSVD,pca,wiki,term,23,sweep,30.175504109632325,10000.0,0.09636121599261928,0.09531775874794055,0.0008226832277112577,4.859459065730414,0.03605251971611615,0.40431806668070613,0.40414298553379835,8.532898406900632e-05,0.09733431114462729,0.09732732348372948,1.098361199662242e-05,-0.0005660687588566199,-0.000624930681795115,9.078369326752741e-05
1974,37.41,KSVD,pca,wiki,1000,1000,sweep,301.7550410963233,100000.0,0.37530976147269524,0.3753097614726952,3.0404709722440586e-17,3.2697735546310853,0.05168484903694976,0.3778344601321816,0.3778344601321816,0.0,0.057127587077670273,0.057127587077670273,0.0,0.022214870225425065,0.022214870225425065,0.0
1975,37.42,KSVD,pca,wiki,doc,17,sweep,301.7550410963233,100000.0,0.026928356216060063,0.026928356216060063,0.0,5.476690176472825,0.003811603429945961,0.40617706968151457,0.4061770696815145,5.551115123125783e-17,0.09790128026400904,0.09790128026400904,0.0,-0.0003131128251854347,-0.0003131128251854347,0.0
1976,37.44,KSVD,pca,wiki,term,23,sweep,301.7550410963233,100000.0,0.029899158537747682,0.029716536451095205,0.0003652441733049421,5.555600613184187,0.003525700006974529,0.40695383051133777,0.4069534877251056,6.855724643983762e-07,0.09785492647389486,0.09785188234439482,1.5220647500202577e-06,-0.0009568769104144824,-0.0009780747717394879,4.2395722650010995e-05
1977,37.46,KSVD,pca,wiki,1000,1000,sweep,3017.5504109632325,1000000.0,0.3773570632638658,0.37735706326386576,4.2998752849492583e-17,1.5799530188758137,9.446686715622941e-16,0.3904874059299522,0.3904874059299522,0.0,0.05796610638540755,0.05796610638540754,6.938893903907228e-18,0.02126010883323926,0.02126010883323926,0.0
1978,37.48,KSVD,pca,wiki,doc,17,sweep,3017.5504109632325,1000000.0,0.01474918365039551,0.01474918365039551,0.0,0.017248015006778944,1.097135458930219e-18,0.41236344265768843,0.41236344265768843,0.0,0.09814100546213692,0.09814100546213692,0.0,0.0003499717268681082,0.00034997172686810827,5.421010862427522e-20
1979,37.5,KSVD,pca,wiki,term,23,sweep,3017.5504109632325,1000000.0,0.01809925120235711,0.01809925120235711,0.0,0.020612319883358335,1.9002943576525366e-18,0.4132280569729725,0.41322805697297244,5.551115123125783e-17,0.09812336334798898,0.09812336334798898,0.0,-0.0004089936662091726,-0.0004089936662091726,0.0
